,Entity,Year,Terrorist attacks,Oil Reserves (Barrels),Percentage of World Reserves,Country,Government Integrity,Judicial Effectiveness,Trade Freedom,Property Rights
989,Greece,2003,12,10000000,0.0006,Greece,55.2,69.9,79.2,76.9
990,Greece,2004,4,10000000,0.0006,Greece,55.2,69.9,79.2,76.9
991,Greece,2005,6,10000000,0.0006,Greece,55.2,69.9,79.2,76.9
992,Greece,2006,23,10000000,0.0006,Greece,55.2,69.9,79.2,76.9
993,Greece,2007,15,10000000,0.0006,Greece,55.2,69.9,79.2,76.9
994,Greece,2008,53,10000000,0.0006,Greece,55.2,69.9,79.2,76.9
995,Greece,2009,115,10000000,0.0006,Greece,55.2,69.9,79.2,76.9
996,Greece,2010,49,10000000,0.0006,Greece,55.2,69.9,79.2,76.9
997,Greece,2011,11,10000000,0.0006,Greece,55.2,69.9,79.2,76.9
998,Greece,2012,24,10000000,0.0006,Greece,55.2,69.9,79.2,76.9
999,Greece,2013,56,10000000,0.0006,Greece,55.2,69.9,79.2,76.9
1000,Greece,2014,27,10000000,0.0006,Greece,55.2,69.9,79.2,76.9
1001,Greece,2015,30,10000000,0.0006,Greece,55.2,69.9,79.2,76.9
1002,Greece,2016,30,10000000,0.0006,Greece,55.2,69.9,79.2,76.9
1003,Greece,2017,44,10000000,0.0006,Greece,55.2,69.9,79.2,76.9
1004,Greece,2018,26,10000000,0.0006,Greece,55.2,69.9,79.2,76.9
1005,Greece,2019,32,10000000,0.0006,Greece,55.2,69.9,79.2,76.9
1006,Greece,2020,50,10000000,0.0006,Greece,55.2,69.9,79.2,76.9
1007,Greece,2021,11,10000000,0.0006,Greece,55.2,69.9,79.2,76.9
1008,Guatemala,1994,84,83070000,0.005,Guatemala,22.8,27.9,75.0,38.8
1009,Guatemala,1995,82,83070000,0.005,Guatemala,22.8,27.9,75.0,38.8
1010,Guatemala,1996,26,83070000,0.005,Guatemala,22.8,27.9,75.0,38.8
1011,Guatemala,1997,26,83070000,0.005,Guatemala,22.8,27.9,75.0,38.8
1012,Guatemala,1998,0,83070000,0.005,Guatemala,22.8,27.9,75.0,38.8
1013,Guatemala,1999,1,83070000,0.005,Guatemala,22.8,27.9,75.0,38.8
1014,Guatemala,2000,1,83070000,0.005,Guatemala,22.8,27.9,75.0,38.8
1015,Guatemala,2001,2,83070000,0.005,Guatemala,22.8,27.9,75.0,38.8
1016,Guatemala,2002,0,83070000,0.005,Guatemala,22.8,27.9,75.0,38.8
1017,Guatemala,2003,3,83070000,0.005,Guatemala,22.8,27.9,75.0,38.8
1018,Guatemala,2004,2,83070000,0.005,Guatemala,22.8,27.9,75.0,38.8
1019,Guatemala,2005,0,83070000,0.005,Guatemala,22.8,27.9,75.0,38.8
1020,Guatemala,2006,4,83070000,0.005,Guatemala,22.8,27.9,75.0,38.8
1021,Guatemala,2007,0,83070000,0.005,Guatemala,22.8,27.9,75.0,38.8
1022,Guatemala,2008,0,83070000,0.005,Guatemala,22.8,27.9,75.0,38.8
1023,Guatemala,2009,0,83070000,0.005,Guatemala,22.8,27.9,75.0,38.8
1024,Guatemala,2010,0,83070000,0.005,Guatemala,22.8,27.9,75.0,38.8
1025,Guatemala,2011,0,83070000,0.005,Guatemala,22.8,27.9,75.0,38.8
1026,Guatemala,2012,1,83070000,0.005,Guatemala,22.8,27.9,75.0,38.8
1027,Guatemala,2013,6,83070000,0.005,Guatemala,22.8,27.9,75.0,38.8
1028,Guatemala,2014,0,83070000,0.005,Guatemala,22.8,27.9,75.0,38.8
1029,Guatemala,2015,0,83070000,0.005,Guatemala,22.8,27.9,75.0,38.8
1030,Guatemala,2016,0,83070000,0.005,Guatemala,22.8,27.9,75.0,38.8
1031,Guatemala,2017,0,83070000,0.005,Guatemala,22.8,27.9,75.0,38.8
1032,Guatemala,2018,2,83070000,0.005,Guatemala,22.8,27.9,75.0,38.8
1033,Guatemala,2019,0,83070000,0.005,Guatemala,22.8,27.9,75.0,38.8
1034,Guatemala,2020,3,83070000,0.005,Guatemala,22.8,27.9,75.0,38.8
1035,Guatemala,2021,1,83070000,0.005,Guatemala,22.8,27.9,75.0,38.8
1036,Hungary,1994,2,28600000,0.0017,Hungary,44.3,63.0,79.2,69.6
1037,Hungary,1995,0,28600000,0.0017,Hungary,44.3,63.0,79.2,69.6
1038,Hungary,1996,13,28600000,0.0017,Hungary,44.3,63.0,79.2,69.6
1039,Hungary,1997,17,28600000,0.0017,Hungary,44.3,63.0,79.2,69.6
1040,Hungary,1998,2,28600000,0.0017,Hungary,44.3,63.0,79.2,69.6
1041,Hungary,1999,0,28600000,0.0017,Hungary,44.3,63.0,79.2,69.6
1042,Hungary,2000,0,28600000,0.0017,Hungary,44.3,63.0,79.2,69.6
1043,Hungary,2001,1,28600000,0.0017,Hungary,44.3,63.0,79.2,69.6
1044,Hungary,2002,0,28600000,0.0017,Hungary,44.3,63.0,79.2,69.6
1045,Hungary,2003,0,28600000,0.0017,Hungary,44.3,63.0,79.2,69.6
1046,Hungary,2004,0,28600000,0.0017,Hungary,44.3,63.0,79.2,69.6
1047,Hungary,2005,0,28600000,0.0017,Hungary,44.3,63.0,79.2,69.6
1048,Hungary,2006,0,28600000,0.0017,Hungary,44.3,63.0,79.2,69.6
1049,Hungary,2007,0,28600000,0.0017,Hungary,44.3,63.0,79.2,69.6
1050,Hungary,2008,2,28600000,0.0017,Hungary,44.3,63.0,79.2,69.6
1051,Hungary,2009,1,28600000,0.0017,Hungary,44.3,63.0,79.2,69.6
1052,Hungary,2010,0,28600000,0.0017,Hungary,44.3,63.0,79.2,69.6
1053,Hungary,2011,0,28600000,0.0017,Hungary,44.3,63.0,79.2,69.6
1054,Hungary,2012,0,28600000,0.0017,Hungary,44.3,63.0,79.2,69.6
1055,Hungary,2013,0,28600000,0.0017,Hungary,44.3,63.0,79.2,69.6
1056,Hungary,2014,1,28600000,0.0017,Hungary,44.3,63.0,79.2,69.6
1057,Hungary,2015,1,28600000,0.0017,Hungary,44.3,63.0,79.2,69.6
1058,Hungary,2016,1,28600000,0.0017,Hungary,44.3,63.0,79.2,69.6
1059,Hungary,2017,0,28600000,0.0017,Hungary,44.3,63.0,79.2,69.6
1060,Hungary,2018,0,28600000,0.0017,Hungary,44.3,63.0,79.2,69.6
1061,Hungary,2019,1,28600000,0.0017,Hungary,44.3,63.0,79.2,69.6
1062,Hungary,2020,0,28600000,0.0017,Hungary,44.3,63.0,79.2,69.6
1063,Hungary,2021,0,28600000,0.0017,Hungary,44.3,63.0,79.2,69.6
1064,India,1994,107,4728790000,0.29,India,40.8,52.1,62.2,49.2
1065,India,1995,179,4728790000,0.29,India,40.8,52.1,62.2,49.2
1066,India,1996,213,4728790000,0.29,India,40.8,52.1,62.2,49.2
1067,India,1997,193,4728790000,0.29,India,40.8,52.1,62.2,49.2
1068,India,1998,61,4728790000,0.29,India,40.8,52.1,62.2,49.2
1069,India,1999,112,4728790000,0.29,India,40.8,52.1,62.2,49.2
1070,India,2000,180,4728790000,0.29,India,40.8,52.1,62.2,49.2
1071,India,2001,234,4728790000,0.29,India,40.8,52.1,62.2,49.2
1072,India,2002,184,4728790000,0.29,India,40.8,52.1,62.2,49.2
1073,India,2003,196,4728790000,0.29,India,40.8,52.1,62.2,49.2
1074,India,2004,108,4728790000,0.29,India,40.8,52.1,62.2,49.2
1075,India,2005,146,4728790000,0.29,India,40.8,52.1,62.2,49.2
1076,India,2006,167,4728790000,0.29,India,40.8,52.1,62.2,49.2
1077,India,2007,150,4728790000,0.29,India,40.8,52.1,62.2,49.2
1078,India,2008,535,4728790000,0.29,India,40.8,52.1,62.2,49.2
1079,India,2009,672,4728790000,0.29,India,40.8,52.1,62.2,49.2
1080,India,2010,663,4728790000,0.29,India,40.8,52.1,62.2,49.2
1081,India,2011,645,4728790000,0.29,India,40.8,52.1,62.2,49.2
1082,India,2012,613,4728790000,0.29,India,40.8,52.1,62.2,49.2
1083,India,2013,694,4728790000,0.29,India,40.8,52.1,62.2,49.2
1084,India,2014,860,4728790000,0.29,India,40.8,52.1,62.2,49.2
1085,India,2015,885,4728790000,0.29,India,40.8,52.1,62.2,49.2
1086,India,2016,1027,4728790000,0.29,India,40.8,52.1,62.2,49.2
1087,India,2017,967,4728790000,0.29,India,40.8,52.1,62.2,49.2
1088,India,2018,889,4728790000,0.29,India,40.8,52.1,62.2,49.2
1089,India,2019,622,4728790000,0.29,India,40.8,52.1,62.2,49.2
1090,India,2020,450,4728790000,0.29,India,40.8,52.1,62.2,49.2
1091,India,2021,235,4728790000,0.29,India,40.8,52.1,62.2,49.2
1092,Indonesia,1994,5,3692500000,0.22,Indonesia,38.6,44.5,79.6,39.2
1093,Indonesia,1995,24,3692500000,0.22,Indonesia,38.6,44.5,79.6,39.2
1094,Indonesia,1996,65,3692500000,0.22,Indonesia,38.6,44.5,79.6,39.2
1095,Indonesia,1997,27,3692500000,0.22,Indonesia,38.6,44.5,79.6,39.2
1096,Indonesia,1998,3,3692500000,0.22,Indonesia,38.6,44.5,79.6,39.2
1097,Indonesia,1999,60,3692500000,0.22,Indonesia,38.6,44.5,79.6,39.2
1098,Indonesia,2000,101,3692500000,0.22,Indonesia,38.6,44.5,79.6,39.2
1099,Indonesia,2001,106,3692500000,0.22,Indonesia,38.6,44.5,79.6,39.2
1100,Indonesia,2002,43,3692500000,0.22,Indonesia,38.6,44.5,79.6,39.2
1101,Indonesia,2003,18,3692500000,0.22,Indonesia,38.6,44.5,79.6,39.2
1102,Indonesia,2004,17,3692500000,0.22,Indonesia,38.6,44.5,79.6,39.2
1103,Indonesia,2005,15,3692500000,0.22,Indonesia,38.6,44.5,79.6,39.2
1104,Indonesia,2006,10,3692500000,0.22,Indonesia,38.6,44.5,79.6,39.2
1105,Indonesia,2007,2,3692500000,0.22,Indonesia,38.6,44.5,79.6,39.2
1106,Indonesia,2008,13,3692500000,0.22,Indonesia,38.6,44.5,79.6,39.2
1107,Indonesia,2009,19,3692500000,0.22,Indonesia,38.6,44.5,79.6,39.2
1108,Indonesia,2010,4,3692500000,0.22,Indonesia,38.6,44.5,79.6,39.2
1109,Indonesia,2011,21,3692500000,0.22,Indonesia,38.6,44.5,79.6,39.2
1110,Indonesia,2012,39,3692500000,0.22,Indonesia,38.6,44.5,79.6,39.2
1111,Indonesia,2013,32,3692500000,0.22,Indonesia,38.6,44.5,79.6,39.2
1112,Indonesia,2014,35,3692500000,0.22,Indonesia,38.6,44.5,79.6,39.2
1113,Indonesia,2015,29,3692500000,0.22,Indonesia,38.6,44.5,79.6,39.2
1114,Indonesia,2016,19,3692500000,0.22,Indonesia,38.6,44.5,79.6,39.2
1115,Indonesia,2017,27,3692500000,0.22,Indonesia,38.6,44.5,79.6,39.2
1116,Indonesia,2018,43,3692500000,0.22,Indonesia,38.6,44.5,79.6,39.2
1117,Indonesia,2019,26,3692500000,0.22,Indonesia,38.6,44.5,79.6,39.2
1118,Indonesia,2020,19,3692500000,0.22,Indonesia,38.6,44.5,79.6,39.2
1119,Indonesia,2021,26,3692500000,0.22,Indonesia,38.6,44.5,79.6,39.2
1120,Iran,1994,43,157530000000,9.5,Iran,17.1,18.8,55.8,23.8
1121,Iran,1995,8,157530000000,9.5,Iran,17.1,18.8,55.8,23.8
1122,Iran,1996,3,157530000000,9.5,Iran,17.1,18.8,55.8,23.8
1123,Iran,1997,0,157530000000,9.5,Iran,17.1,18.8,55.8,23.8
1124,Iran,1998,5,157530000000,9.5,Iran,17.1,18.8,55.8,23.8
1125,Iran,1999,8,157530000000,9.5,Iran,17.1,18.8,55.8,23.8
1126,Iran,2000,15,157530000000,9.5,Iran,17.1,18.8,55.8,23.8
1127,Iran,2001,4,157530000000,9.5,Iran,17.1,18.8,55.8,23.8
1128,Iran,2002,0,157530000000,9.5,Iran,17.1,18.8,55.8,23.8
1129,Iran,2003,2,157530000000,9.5,Iran,17.1,18.8,55.8,23.8
1130,Iran,2004,0,157530000000,9.5,Iran,17.1,18.8,55.8,23.8
1131,Iran,2005,5,157530000000,9.5,Iran,17.1,18.8,55.8,23.8
1132,Iran,2006,14,157530000000,9.5,Iran,17.1,18.8,55.8,23.8
1133,Iran,2007,9,157530000000,9.5,Iran,17.1,18.8,55.8,23.8
1134,Iran,2008,8,157530000000,9.5,Iran,17.1,18.8,55.8,23.8
1135,Iran,2009,15,157530000000,9.5,Iran,17.1,18.8,55.8,23.8
1136,Iran,2010,14,157530000000,9.5,Iran,17.1,18.8,55.8,23.8
1137,Iran,2011,13,157530000000,9.5,Iran,17.1,18.8,55.8,23.8
1138,Iran,2012,5,157530000000,9.5,Iran,17.1,18.8,55.8,23.8
1139,Iran,2013,11,157530000000,9.5,Iran,17.1,18.8,55.8,23.8
1140,Iran,2014,9,157530000000,9.5,Iran,17.1,18.8,55.8,23.8
1141,Iran,2015,9,157530000000,9.5,Iran,17.1,18.8,55.8,23.8
1142,Iran,2016,10,157530000000,9.5,Iran,17.1,18.8,55.8,23.8
1143,Iran,2017,11,157530000000,9.5,Iran,17.1,18.8,55.8,23.8
1144,Iran,2018,13,157530000000,9.5,Iran,17.1,18.8,55.8,23.8
1145,Iran,2019,8,157530000000,9.5,Iran,17.1,18.8,55.8,23.8
1146,Iran,2020,7,157530000000,9.5,Iran,17.1,18.8,55.8,23.8
1147,Iran,2021,4,157530000000,9.5,Iran,17.1,18.8,55.8,23.8
1148,Israel,1994,41,13953000,0.0008,Israel,65.5,84.4,83.0,82.1
1149,Israel,1995,12,13953000,0.0008,Israel,65.5,84.4,83.0,82.1
1150,Israel,1996,18,13953000,0.0008,Israel,65.5,84.4,83.0,82.1
1151,Israel,1997,12,13953000,0.0008,Israel,65.5,84.4,83.0,82.1
1152,Israel,1998,12,13953000,0.0008,Israel,65.5,84.4,83.0,82.1
1153,Israel,1999,8,13953000,0.0008,Israel,65.5,84.4,83.0,82.1
1154,Israel,2000,13,13953000,0.0008,Israel,65.5,84.4,83.0,82.1
1155,Israel,2001,70,13953000,0.0008,Israel,65.5,84.4,83.0,82.1
1156,Israel,2002,71,13953000,0.0008,Israel,65.5,84.4,83.0,82.1
1157,Israel,2003,34,13953000,0.0008,Israel,65.5,84.4,83.0,82.1
1158,Israel,2004,18,13953000,0.0008,Israel,65.5,84.4,83.0,82.1
1159,Israel,2005,28,13953000,0.0008,Israel,65.5,84.4,83.0,82.1
1160,Israel,2006,79,13953000,0.0008,Israel,65.5,84.4,83.0,82.1
1161,Israel,2007,49,13953000,0.0008,Israel,65.5,84.4,83.0,82.1
1162,Israel,2008,129,13953000,0.0008,Israel,65.5,84.4,83.0,82.1
1163,Israel,2009,36,13953000,0.0008,Israel,65.5,84.4,83.0,82.1
1164,Israel,2010,14,13953000,0.0008,Israel,65.5,84.4,83.0,82.1
1165,Israel,2011,51,13953000,0.0008,Israel,65.5,84.4,83.0,82.1
1166,Israel,2012,59,13953000,0.0008,Israel,65.5,84.4,83.0,82.1
1167,Israel,2013,37,13953000,0.0008,Israel,65.5,84.4,83.0,82.1
1168,Israel,2014,293,13953000,0.0008,Israel,65.5,84.4,83.0,82.1
1169,Israel,2015,58,13953000,0.0008,Israel,65.5,84.4,83.0,82.1
1170,Israel,2016,50,13953000,0.0008,Israel,65.5,84.4,83.0,82.1
1171,Israel,2017,34,13953000,0.0008,Israel,65.5,84.4,83.0,82.1
1172,Israel,2018,63,13953000,0.0008,Israel,65.5,84.4,83.0,82.1
1173,Israel,2019,65,13953000,0.0008,Israel,65.5,84.4,83.0,82.1
1174,Israel,2020,67,13953000,0.0008,Israel,65.5,84.4,83.0,82.1
1175,Israel,2021,101,13953000,0.0008,Israel,65.5,84.4,83.0,82.1
1176,Italy,1994,18,579232000,0.035,Italy,60.7,77.7,79.2,81.6
1177,Italy,1995,1,579232000,0.035,Italy,60.7,77.7,79.2,81.6
1178,Italy,1996,8,579232000,0.035,Italy,60.7,77.7,79.2,81.6
1179,Italy,1997,8,579232000,0.035,Italy,60.7,77.7,79.2,81.6
1180,Italy,1998,6,579232000,0.035,Italy,60.7,77.7,79.2,81.6
1181,Italy,1999,7,579232000,0.035,Italy,60.7,77.7,79.2,81.6
1182,Italy,2000,8,579232000,0.035,Italy,60.7,77.7,79.2,81.6
1183,Italy,2001,11,579232000,0.035,Italy,60.7,77.7,79.2,81.6
1184,Italy,2002,7,579232000,0.035,Italy,60.7,77.7,79.2,81.6
1185,Italy,2003,15,579232000,0.035,Italy,60.7,77.7,79.2,81.6
1186,Italy,2004,3,579232000,0.035,Italy,60.7,77.7,79.2,81.6
1187,Italy,2005,6,579232000,0.035,Italy,60.7,77.7,79.2,81.6
1188,Italy,2006,4,579232000,0.035,Italy,60.7,77.7,79.2,81.6
1189,Italy,2007,0,579232000,0.035,Italy,60.7,77.7,79.2,81.6
1190,Italy,2008,1,579232000,0.035,Italy,60.7,77.7,79.2,81.6
1191,Italy,2009,4,579232000,0.035,Italy,60.7,77.7,79.2,81.6
1192,Italy,2010,10,579232000,0.035,Italy,60.7,77.7,79.2,81.6
1193,Italy,2011,5,579232000,0.035,Italy,60.7,77.7,79.2,81.6
1194,Italy,2012,10,579232000,0.035,Italy,60.7,77.7,79.2,81.6
1195,Italy,2013,7,579232000,0.035,Italy,60.7,77.7,79.2,81.6
1196,Italy,2014,7,579232000,0.035,Italy,60.7,77.7,79.2,81.6
1197,Italy,2015,6,579232000,0.035,Italy,60.7,77.7,79.2,81.6
1198,Italy,2016,11,579232000,0.035,Italy,60.7,77.7,79.2,81.6
1199,Italy,2017,10,579232000,0.035,Italy,60.7,77.7,79.2,81.6
1200,Italy,2018,15,579232000,0.035,Italy,60.7,77.7,79.2,81.6
1201,Italy,2019,8,579232000,0.035,Italy,60.7,77.7,79.2,81.6
1202,Italy,2020,13,579232000,0.035,Italy,60.7,77.7,79.2,81.6
1203,Italy,2021,3,579232000,0.035,Italy,60.7,77.7,79.2,81.6
1204,Japan,1994,9,44115000,0.0027,Japan,82.6,93.6,75.8,94.6
1205,Japan,1995,20,44115000,0.0027,Japan,82.6,93.6,75.8,94.6
1206,Japan,1996,8,44115000,0.0027,Japan,82.6,93.6,75.8,94.6
1207,Japan,1997,5,44115000,0.0027,Japan,82.6,93.6,75.8,94.6
1208,Japan,1998,1,44115000,0.0027,Japan,82.6,93.6,75.8,94.6
1209,Japan,1999,2,44115000,0.0027,Japan,82.6,93.6,75.8,94.6
1210,Japan,2000,13,44115000,0.0027,Japan,82.6,93.6,75.8,94.6
1211,Japan,2001,3,44115000,0.0027,Japan,82.6,93.6,75.8,94.6
1212,Japan,2002,2,44115000,0.0027,Japan,82.6,93.6,75.8,94.6
1213,Japan,2003,2,44115000,0.0027,Japan,82.6,93.6,75.8,94.6
1214,Japan,2004,0,44115000,0.0027,Japan,82.6,93.6,75.8,94.6
1215,Japan,2005,0,44115000,0.0027,Japan,82.6,93.6,75.8,94.6
1216,Japan,2006,0,44115000,0.0027,Japan,82.6,93.6,75.8,94.6
1217,Japan,2007,0,44115000,0.0027,Japan,82.6,93.6,75.8,94.6
1218,Japan,2008,3,44115000,0.0027,Japan,82.6,93.6,75.8,94.6
1219,Japan,2009,1,44115000,0.0027,Japan,82.6,93.6,75.8,94.6
1220,Japan,2010,0,44115000,0.0027,Japan,82.6,93.6,75.8,94.6
1221,Japan,2011,0,44115000,0.0027,Japan,82.6,93.6,75.8,94.6
1222,Japan,2012,0,44115000,0.0027,Japan,82.6,93.6,75.8,94.6
1223,Japan,2013,1,44115000,0.0027,Japan,82.6,93.6,75.8,94.6
1224,Japan,2014,5,44115000,0.0027,Japan,82.6,93.6,75.8,94.6
1225,Japan,2015,10,44115000,0.0027,Japan,82.6,93.6,75.8,94.6
1226,Japan,2016,1,44115000,0.0027,Japan,82.6,93.6,75.8,94.6
1227,Japan,2017,0,44115000,0.0027,Japan,82.6,93.6,75.8,94.6
1228,Japan,2018,1,44115000,0.0027,Japan,82.6,93.6,75.8,94.6
1229,Japan,2019,2,44115000,0.0027,Japan,82.6,93.6,75.8,94.6
1230,Japan,2020,0,44115000,0.0027,Japan,82.6,93.6,75.8,94.6
1231,Japan,2021,0,44115000,0.0027,Japan,82.6,93.6,75.8,94.6
1232,Jordan,1994,6,1000000,0.0001,Jordan,48.4,43.4,71.4,54.0
1233,Jordan,1995,3,1000000,0.0001,Jordan,48.4,43.4,71.4,54.0
1234,Jordan,1996,2,1000000,0.0001,Jordan,48.4,43.4,71.4,54.0
1235,Jordan,1997,3,1000000,0.0001,Jordan,48.4,43.4,71.4,54.0
1236,Jordan,1998,1,1000000,0.0001,Jordan,48.4,43.4,71.4,54.0
1237,Jordan,1999,2,1000000,0.0001,Jordan,48.4,43.4,71.4,54.0
1238,Jordan,2000,2,1000000,0.0001,Jordan,48.4,43.4,71.4,54.0
1239,Jordan,2001,2,1000000,0.0001,Jordan,48.4,43.4,71.4,54.0
1240,Jordan,2002,2,1000000,0.0001,Jordan,48.4,43.4,71.4,54.0
1241,Jordan,2003,0,1000000,0.0001,Jordan,48.4,43.4,71.4,54.0
1242,Jordan,2004,0,1000000,0.0001,Jordan,48.4,43.4,71.4,54.0
1243,Jordan,2005,4,1000000,0.0001,Jordan,48.4,43.4,71.4,54.0
1244,Jordan,2006,1,1000000,0.0001,Jordan,48.4,43.4,71.4,54.0
1245,Jordan,2007,0,1000000,0.0001,Jordan,48.4,43.4,71.4,54.0
1246,Jordan,2008,0,1000000,0.0001,Jordan,48.4,43.4,71.4,54.0
1247,Jordan,2009,0,1000000,0.0001,Jordan,48.4,43.4,71.4,54.0
1248,Jordan,2010,2,1000000,0.0001,Jordan,48.4,43.4,71.4,54.0
1249,Jordan,2011,0,1000000,0.0001,Jordan,48.4,43.4,71.4,54.0
1250,Jordan,2012,2,1000000,0.0001,Jordan,48.4,43.4,71.4,54.0
1251,Jordan,2013,1,1000000,0.0001,Jordan,48.4,43.4,71.4,54.0
1252,Jordan,2014,3,1000000,0.0001,Jordan,48.4,43.4,71.4,54.0
1253,Jordan,2015,4,1000000,0.0001,Jordan,48.4,43.4,71.4,54.0
1254,Jordan,2016,11,1000000,0.0001,Jordan,48.4,43.4,71.4,54.0
1255,Jordan,2017,8,1000000,0.0001,Jordan,48.4,43.4,71.4,54.0
1256,Jordan,2018,2,1000000,0.0001,Jordan,48.4,43.4,71.4,54.0
1257,Jordan,2019,4,1000000,0.0001,Jordan,48.4,43.4,71.4,54.0
1258,Jordan,2020,0,1000000,0.0001,Jordan,48.4,43.4,71.4,54.0
1259,Jordan,2021,0,1000000,0.0001,Jordan,48.4,43.4,71.4,54.0
1260,Kazakhstan,1994,1,30000000000,1.8,Kazakhstan,36.5,33.8,74.6,54.1
1261,Kazakhstan,1995,0,30000000000,1.8,Kazakhstan,36.5,33.8,74.6,54.1
1262,Kazakhstan,1996,0,30000000000,1.8,Kazakhstan,36.5,33.8,74.6,54.1
1263,Kazakhstan,1997,2,30000000000,1.8,Kazakhstan,36.5,33.8,74.6,54.1
1264,Kazakhstan,1998,0,30000000000,1.8,Kazakhstan,36.5,33.8,74.6,54.1
1265,Kazakhstan,1999,0,30000000000,1.8,Kazakhstan,36.5,33.8,74.6,54.1
1266,Kazakhstan,2000,1,30000000000,1.8,Kazakhstan,36.5,33.8,74.6,54.1
1267,Kazakhstan,2001,1,30000000000,1.8,Kazakhstan,36.5,33.8,74.6,54.1
1268,Kazakhstan,2002,0,30000000000,1.8,Kazakhstan,36.5,33.8,74.6,54.1
1269,Kazakhstan,2003,0,30000000000,1.8,Kazakhstan,36.5,33.8,74.6,54.1
1270,Kazakhstan,2004,0,30000000000,1.8,Kazakhstan,36.5,33.8,74.6,54.1
1271,Kazakhstan,2005,0,30000000000,1.8,Kazakhstan,36.5,33.8,74.6,54.1
1272,Kazakhstan,2006,0,30000000000,1.8,Kazakhstan,36.5,33.8,74.6,54.1
1273,Kazakhstan,2007,0,30000000000,1.8,Kazakhstan,36.5,33.8,74.6,54.1
1274,Kazakhstan,2008,1,30000000000,1.8,Kazakhstan,36.5,33.8,74.6,54.1
1275,Kazakhstan,2009,0,30000000000,1.8,Kazakhstan,36.5,33.8,74.6,54.1
1276,Kazakhstan,2010,0,30000000000,1.8,Kazakhstan,36.5,33.8,74.6,54.1
1277,Kazakhstan,2011,5,30000000000,1.8,Kazakhstan,36.5,33.8,74.6,54.1
1278,Kazakhstan,2012,4,30000000000,1.8,Kazakhstan,36.5,33.8,74.6,54.1
1279,Kazakhstan,2013,4,30000000000,1.8,Kazakhstan,36.5,33.8,74.6,54.1
1280,Kazakhstan,2014,0,30000000000,1.8,Kazakhstan,36.5,33.8,74.6,54.1
1281,Kazakhstan,2015,0,30000000000,1.8,Kazakhstan,36.5,33.8,74.6,54.1
1282,Kazakhstan,2016,3,30000000000,1.8,Kazakhstan,36.5,33.8,74.6,54.1
1283,Kazakhstan,2017,0,30000000000,1.8,Kazakhstan,36.5,33.8,74.6,54.1
1284,Kazakhstan,2018,0,30000000000,1.8,Kazakhstan,36.5,33.8,74.6,54.1
1285,Kazakhstan,2019,1,30000000000,1.8,Kazakhstan,36.5,33.8,74.6,54.1
1286,Kazakhstan,2020,3,30000000000,1.8,Kazakhstan,36.5,33.8,74.6,54.1
1287,Kazakhstan,2021,0,30000000000,1.8,Kazakhstan,36.5,33.8,74.6,54.1
1288,Kuwait,1994,2,101500000000,6.1,Kuwait,41.9,41.4,75.6,42.1
1289,Kuwait,1995,0,101500000000,6.1,Kuwait,41.9,41.4,75.6,42.1
1290,Kuwait,1996,0,101500000000,6.1,Kuwait,41.9,41.4,75.6,42.1
1291,Kuwait,1997,2,101500000000,6.1,Kuwait,41.9,41.4,75.6,42.1
1292,Kuwait,1998,0,101500000000,6.1,Kuwait,41.9,41.4,75.6,42.1
1293,Kuwait,1999,0,101500000000,6.1,Kuwait,41.9,41.4,75.6,42.1
1294,Kuwait,2000,0,101500000000,6.1,Kuwait,41.9,41.4,75.6,42.1
1295,Kuwait,2001,2,101500000000,6.1,Kuwait,41.9,41.4,75.6,42.1
1296,Kuwait,2002,1,101500000000,6.1,Kuwait,41.9,41.4,75.6,42.1
1297,Kuwait,2003,3,101500000000,6.1,Kuwait,41.9,41.4,75.6,42.1
1298,Kuwait,2004,0,101500000000,6.1,Kuwait,41.9,41.4,75.6,42.1
1299,Kuwait,2005,2,101500000000,6.1,Kuwait,41.9,41.4,75.6,42.1
1300,Kuwait,2006,0,101500000000,6.1,Kuwait,41.9,41.4,75.6,42.1
1301,Kuwait,2007,0,101500000000,6.1,Kuwait,41.9,41.4,75.6,42.1
1302,Kuwait,2008,0,101500000000,6.1,Kuwait,41.9,41.4,75.6,42.1
1303,Kuwait,2009,0,101500000000,6.1,Kuwait,41.9,41.4,75.6,42.1
1304,Kuwait,2010,0,101500000000,6.1,Kuwait,41.9,41.4,75.6,42.1
1305,Kuwait,2011,1,101500000000,6.1,Kuwait,41.9,41.4,75.6,42.1
1306,Kuwait,2012,0,101500000000,6.1,Kuwait,41.9,41.4,75.6,42.1
1307,Kuwait,2013,0,101500000000,6.1,Kuwait,41.9,41.4,75.6,42.1
1308,Kuwait,2014,0,101500000000,6.1,Kuwait,41.9,41.4,75.6,42.1
1309,Kuwait,2015,1,101500000000,6.1,Kuwait,41.9,41.4,75.6,42.1
1310,Kuwait,2016,2,101500000000,6.1,Kuwait,41.9,41.4,75.6,42.1
1311,Kuwait,2017,0,101500000000,6.1,Kuwait,41.9,41.4,75.6,42.1
1312,Kuwait,2018,0,101500000000,6.1,Kuwait,41.9,41.4,75.6,42.1
1313,Kuwait,2019,0,101500000000,6.1,Kuwait,41.9,41.4,75.6,42.1
1314,Kuwait,2020,0,101500000000,6.1,Kuwait,41.9,41.4,75.6,42.1
1315,Kuwait,2021,0,101500000000,6.1,Kuwait,41.9,41.4,75.6,42.1
